member_group,group,start_date,evidence
SKYKRAFT PTY LTD,Nova Systems Australia Pty Ltd,2023-06-28,https://lobbyists.ag.gov.au/register
Sleep Health Foundation,Jannette Cotterell,2017-05-24,https://lobbyists.ag.gov.au/register
Smarterlite,EH Advisory,2024-05-15,https://lobbyists.ag.gov.au/register
Smartgroup,TG Public Affairs Pty Ltd,2023-04-03,https://lobbyists.ag.gov.au/register
SMARTPAY AUSTRALIA PTY LTD,TSB Advisory Pty Ltd,2024-08-20,https://lobbyists.ag.gov.au/register
SMEC Australia,Primary Communication Partners Pty Limited,2023-03-22,https://lobbyists.ag.gov.au/register
SMEC Australia Pty Ltd,Primary Communication Partners Pty Limited,2023-03-22,https://lobbyists.ag.gov.au/register
SMEE GROUP PTY LTD,Horizon GR Pty Ltd,2024-06-07,https://lobbyists.ag.gov.au/register
Smiths Detection,Perdition Road Pty Limited,2020-08-03,https://lobbyists.ag.gov.au/register
Smoke and Fire,The Influence Corporation Pty. Ltd.,2023-11-01,https://lobbyists.ag.gov.au/register
SNAP AUS PTY LTD,OGILVY HEALTH PTY LTD,2024-06-27,https://lobbyists.ag.gov.au/register
SNAP AUS PTY LTD,OGILVY PR PTY LTD,2024-07-12,https://lobbyists.ag.gov.au/register
SNAP AUS PTY LTD,TSB Advisory Pty Ltd,2024-10-14,https://lobbyists.ag.gov.au/register
SNIIP LTD,Sapphire Executive Business Services,2024-12-17,https://lobbyists.ag.gov.au/register
Snowy Hydro Limited,SEC Newgate Pty Limited,2021-06-15,https://lobbyists.ag.gov.au/register
SoftIron Australia Pty Ltd,Capital Integrity Group Pty Ltd,2022-05-10,https://lobbyists.ag.gov.au/register
Softmed Pty Ltd,PYNE AND PARTNERS PTY LTD,2024-05-24,https://lobbyists.ag.gov.au/register
SolarEdge Technologies (Australia) Pty Ltd,Nexus APAC Pty Ltd,2023-02-03,https://lobbyists.ag.gov.au/register
Soldier On,CMAX Communications Pty Ltd,2015-09-01,https://lobbyists.ag.gov.au/register
Sonic Imaging Pty Ltd,Nexus APAC Pty Ltd,2020-04-14,https://lobbyists.ag.gov.au/register
Source Certain International,Media and Public Affairs Australia,2020-07-17,https://lobbyists.ag.gov.au/register
Source Certain International,Media and Public Affairs Australia,2022-07-04,https://lobbyists.ag.gov.au/register
South West Group,CGM Communications Pty Ltd,2021-06-16,https://lobbyists.ag.gov.au/register
South West Irrigation Management Co-Operative Limited,GRA Partners Pty Ltd,2024-11-18,https://lobbyists.ag.gov.au/register
South32,SEC Newgate Pty Limited,2023-09-29,https://lobbyists.ag.gov.au/register
Southern Cross Care (QLD) Ltd,H/Advisors APA Pty Ltd,2022-01-04,https://lobbyists.ag.gov.au/register
Southern Cross Care Tasmania (Inc),Primary Communication Partners Pty Limited,2023-03-23,https://lobbyists.ag.gov.au/register
Southern Grampians Shire Council,Diplomacy Pty Limited,2024-11-20,https://lobbyists.ag.gov.au/register
Southern Han Parramatta Pty Ltd,DPG Advisory Solutions,2024-04-16,https://lobbyists.ag.gov.au/register
Southern Neurology Pty Ltd,GRACosway Pty Ltd,2024-04-22,https://lobbyists.ag.gov.au/register
Southern Oil,Jannette Cotterell,2022-02-02,https://lobbyists.ag.gov.au/register
Sovereign Cloud Australia Pty Ltd,Sports Hydrant Pty Ltd,2020-02-13,https://lobbyists.ag.gov.au/register
Space Angels,CGM Communications Pty Ltd,2023-07-20,https://lobbyists.ag.gov.au/register
Space Machines Company,Sling & Stone Pty Ltd,2024-02-07,https://lobbyists.ag.gov.au/register
SPACE MACHINES COMPANY PTY LTD,PYNE AND PARTNERS PTY LTD,2023-11-28,https://lobbyists.ag.gov.au/register
Spacecon Australia Pty Ltd,The Trustee for CHIKAROVSKI FAMILY TRUST,2016-02-09,https://lobbyists.ag.gov.au/register
Spacecon Pty Ltd,The Trustee for CHIKAROVSKI FAMILY TRUST,2016-02-05,https://lobbyists.ag.gov.au/register
Special Olympics Australia,The Trustee for Upper Limit Trust,2019-02-25,https://lobbyists.ag.gov.au/register
Specialised Therapeutics Australia Pty Ltd,THEMA Consulting Pty Ltd,2023-02-03,https://lobbyists.ag.gov.au/register
Specialisterne Australia,Spring Street Advisory Pty Ltd,2023-02-13,https://lobbyists.ag.gov.au/register
Specsavers,Hawker Britton Group Pty Ltd,2018-11-14,https://lobbyists.ag.gov.au/register
Speedcast Australia Pty Ltd,WellComm Solutions,2021-05-10,https://lobbyists.ag.gov.au/register
Sphere (For Good) Holdings Pty Ltd,Sapphire Executive Business Services,2024-07-12,https://lobbyists.ag.gov.au/register
Spinal Muscular Atrophy Australia,OGILVY HEALTH PTY LTD,2022-02-08,https://lobbyists.ag.gov.au/register
SpinalCure Australia,Res Publica Pty Ltd,2010-03-01,https://lobbyists.ag.gov.au/register
Spirits and Cocktails Australia,Leonis Advisory,2024-08-05,https://lobbyists.ag.gov.au/register
Splunk,TG Public Affairs Pty Ltd,2023-04-03,https://lobbyists.ag.gov.au/register
Sports Entertainment Network P/L,GIMC Consulting,2020-07-06,https://lobbyists.ag.gov.au/register
Sportsbet Pty Ltd,Premier State Consulting Pty Ltd,2023-03-17,https://lobbyists.ag.gov.au/register
Sportsbet Pty Ltd,PremierNational Pty Ltd,2023-03-17,https://lobbyists.ag.gov.au/register
Spotify,DPG Advisory Solutions,2023-04-19,https://lobbyists.ag.gov.au/register
Springfield City Group,SANLAAN PTY LTD,2024-10-29,https://lobbyists.ag.gov.au/register
SPRINGFIELD CITY GROUP PTY LIMITED,JP STRATEGIC ADVISORY PTY LTD,2024-08-28,https://lobbyists.ag.gov.au/register
Square Australia Pty Ltd,Brockwell Strategy Pty Ltd,2024-04-09,https://lobbyists.ag.gov.au/register
SRC AUS PTY LTD,PYNE AND PARTNERS PTY LTD,2022-10-07,https://lobbyists.ag.gov.au/register
St Giles Society Ltd,Font Public Relations Pty Ltd,2023-07-04,https://lobbyists.ag.gov.au/register
ST JOHN AMBULANCE AUSTRALIA LTD,Jo Scard Pty Ltd,2023-10-06,https://lobbyists.ag.gov.au/register
St John Ambulance NSW,Marketing Elements Pty Ltd,2021-02-01,https://lobbyists.ag.gov.au/register
St John of God Health Care Inc.,Purple Communications Australia Pty Ltd,2023-12-06,https://lobbyists.ag.gov.au/register
St John of God Healthcare,Bourke Street Advisory,2024-02-07,https://lobbyists.ag.gov.au/register
St John of God Midland,Purple Communications Australia Pty Ltd,2019-07-04,https://lobbyists.ag.gov.au/register
ST PETERS BREWERY SYDNEY PTY LTD,Convaim Pty Ltd,2023-05-24,https://lobbyists.ag.gov.au/register
Stable property Group Pty Ltd,Dr Cameron Francis Hogan,2024-07-08,https://lobbyists.ag.gov.au/register
Standard Botanic,Leonis Advisory,2024-08-05,https://lobbyists.ag.gov.au/register
Standards Australia,TG Public Affairs Pty Ltd,2019-02-14,https://lobbyists.ag.gov.au/register
StandbyU Foundation,The Trustee for CHIKAROVSKI FAMILY TRUST,2020-03-31,https://lobbyists.ag.gov.au/register
StandbyU Foundation,BB Win Win Outcomes,2021-04-05,https://lobbyists.ag.gov.au/register
STANDBYU FOUNDATION LTD,The Trustee for CHIKAROVSKI FAMILY TRUST,2024-05-05,https://lobbyists.ag.gov.au/register
StandWithUs Australia Limited,Horizon GR Pty Ltd,2024-08-13,https://lobbyists.ag.gov.au/register
Starboard Maritime Intelligence Limited,Stirling Advisory Pty Ltd,2023-07-03,https://lobbyists.ag.gov.au/register
STÄRKE-AMG Group Pty Ltd,PYNE AND PARTNERS PTY LTD,2023-02-27,https://lobbyists.ag.gov.au/register
STEPS GROUP AUSTRALIA LTD,Advanced Outcomes,2024-07-12,https://lobbyists.ag.gov.au/register
Sterile Compounding Australia Inc,Royce Communications Pty Ltd,2024-06-26,https://lobbyists.ag.gov.au/register
Sterile Compounding Australia Inc,John Fetter Group Pty Ltd,2024-06-27,https://lobbyists.ag.gov.au/register
Steritech,Paramul Pty Ltd,2023-07-04,https://lobbyists.ag.gov.au/register
Stoma Industry Association Incorporated,The Civic Partnership Pty Ltd,2023-12-13,https://lobbyists.ag.gov.au/register
Stone & Chalk,Sling & Stone Pty Ltd,2024-02-07,https://lobbyists.ag.gov.au/register
"Stop, Rethink Humelink",Sapphire Executive Business Services,2023-09-05,https://lobbyists.ag.gov.au/register
Strata Community Association (NSW) Ltd,GRACosway Pty Ltd,2024-09-09,https://lobbyists.ag.gov.au/register
Stratasys,Royce Communications Pty Ltd,2023-07-18,https://lobbyists.ag.gov.au/register
StrategyDotZero (IP) Pty Ltd,PYNE AND PARTNERS PTY LTD,2023-05-25,https://lobbyists.ag.gov.au/register
Strider Technologies,"Maddison, Paul Andrew",2024-08-26,https://lobbyists.ag.gov.au/register
Strike Energy,CGM Communications Pty Ltd,2021-07-28,https://lobbyists.ag.gov.au/register
Stripe Payments Australia Pty Ltd,Eloquium Group Pty Ltd,2019-11-11,https://lobbyists.ag.gov.au/register
Stryker,CMAX Communications Pty Ltd,2011-09-09,https://lobbyists.ag.gov.au/register
Stryker Australia Pty Ltd,Salus Advisory Pty Ltd,2023-11-08,https://lobbyists.ag.gov.au/register
Strzelecki Holding Pty Ltd,Megan Anwyl,2023-02-03,https://lobbyists.ag.gov.au/register
Sudbury Community House,Perth Media Pty Ltd,2024-07-15,https://lobbyists.ag.gov.au/register
Suicide Prevention Australia,Provocate Pty Ltd,2023-09-20,https://lobbyists.ag.gov.au/register
Sumitomo Corporation,TG Public Affairs Pty Ltd,2023-08-07,https://lobbyists.ag.gov.au/register
Summit Hydro Pty Ltd,TG Public Affairs Pty Ltd,2024-08-20,https://lobbyists.ag.gov.au/register
Sungrow Australia Group,CMX Energy Consulting Pty Ltd,2024-09-18,https://lobbyists.ag.gov.au/register
Sunrise Journal,Yogya Santai Pty Ltd,2024-01-30,https://lobbyists.ag.gov.au/register
Sunshine Coast Broadcasters,GIMC Consulting,2017-01-19,https://lobbyists.ag.gov.au/register
SUNTORY BEVERAGE & FOOD AUSTRALIA PTY LTD,GRACosway Pty Ltd,2024-12-13,https://lobbyists.ag.gov.au/register
Supacat Ltd,LOPAC Consulting Pty Limited,2010-03-01,https://lobbyists.ag.gov.au/register
Surf Life Saving Queensland,The Inner Circle Strategic Advisory,2024-12-19,https://lobbyists.ag.gov.au/register
Susan McKinnon Foundation,DPG Advisory Solutions,2023-01-20,https://lobbyists.ag.gov.au/register
Susan McKinnon Research Centre Ltd,Counsel House Pty Ltd,2024-06-21,https://lobbyists.ag.gov.au/register
Susan McKinnon Research Centre Ltd,Counsel House Pty Ltd,2023-03-31,https://lobbyists.ag.gov.au/register
Sustainable Solutions,The Influence Corporation Pty. Ltd.,2023-11-01,https://lobbyists.ag.gov.au/register
SYDDECK NO.3 PTY. LIMITED,"PATON, ALEXANDER WILLIAM",2024-07-09,https://lobbyists.ag.gov.au/register
SYDNEY AIRPORT CORPORATION LIMITED,EJF Advisory Pty Ltd,2023-01-27,https://lobbyists.ag.gov.au/register
Sydney Desalination Plant,Primary Communication Partners Pty Limited,2022-06-30,https://lobbyists.ag.gov.au/register
Sydney In Home Care Services,Fowlstone Communications Pty Ltd,2018-11-15,https://lobbyists.ag.gov.au/register
Sydney Marine Sand,Richardson Coutts Pty Ltd,2012-10-16,https://lobbyists.ag.gov.au/register
Sydney Maritime Museum Ltd,The Trustee for CHIKAROVSKI FAMILY TRUST,2020-06-12,https://lobbyists.ag.gov.au/register
Sydney Park Estate,CRAKYL Pty Ltd,2016-02-09,https://lobbyists.ag.gov.au/register
Sydney Partners Health Education Research Enterprise,Jannette Cotterell,2020-01-02,https://lobbyists.ag.gov.au/register
Sydney Swans Ltd,SEC Newgate Pty Limited,2013-07-05,https://lobbyists.ag.gov.au/register
SydWest Multicultural Services,Advisory Street,2022-11-22,https://lobbyists.ag.gov.au/register
Symal Infrastructure Pty Ltd,TG Public Affairs Pty Ltd,2021-10-07,https://lobbyists.ag.gov.au/register
Symphony Services Australia Limited,SEC Newgate Pty Limited,2024-07-22,https://lobbyists.ag.gov.au/register
SYPAQ SYSTEMS PTY LTD,CMAX Communications Pty Ltd,2021-07-09,https://lobbyists.ag.gov.au/register
T W U NOMINEES PTY LTD,PRX Unit Trust,2017-02-20,https://lobbyists.ag.gov.au/register
TAFE Directors Australia,The Trustee for the Bowden Family Trust,2010-03-01,https://lobbyists.ag.gov.au/register
Taipei Economic and Cultural Office Limited (Australia),PYNE AND PARTNERS PTY LTD,2024-01-25,https://lobbyists.ag.gov.au/register
TAKEDA PHARMACEUITICALS AUSTRALIA PTY. LTD.,OGILVY HEALTH PTY LTD,2021-02-09,https://lobbyists.ag.gov.au/register
TAL Services Limited,Hawker Britton Group Pty Ltd,2016-07-06,https://lobbyists.ag.gov.au/register
TAL Services Limited,Barton Deakin Pty Ltd,2016-06-16,https://lobbyists.ag.gov.au/register
Talison Lithium,CGM Communications Pty Ltd,2024-02-01,https://lobbyists.ag.gov.au/register
Tamboran Resources Limited,Bondi Partners Advocacy Pty Ltd,2024-05-31,https://lobbyists.ag.gov.au/register
Tamboran Resources Limited,L Ivanovski and GA Richardson,2023-11-08,https://lobbyists.ag.gov.au/register
Tamborine Mountain Arts Precinct (TMAP),Provocate Pty Ltd,2024-07-12,https://lobbyists.ag.gov.au/register
Taronga Ventures Pty Limited,The Trustee for CHIKAROVSKI FAMILY TRUST,2019-09-13,https://lobbyists.ag.gov.au/register
Taryn Brumfitt - Body Image Movement - Pro bono,Principle Advisory Pty Ltd,2023-03-01,https://lobbyists.ag.gov.au/register
TasRex Pty Ltd,PR4PR Pty Ltd,2024-02-16,https://lobbyists.ag.gov.au/register
Tattarang Pty Ltd,PYNE AND PARTNERS PTY LTD,2024-04-19,https://lobbyists.ag.gov.au/register
Tax Management New Zealand,Cornerstone Group Australia Pty Ltd,2019-10-25,https://lobbyists.ag.gov.au/register
Tax Traders Ltd,Cornerstone Group Australia Pty Ltd,2019-10-25,https://lobbyists.ag.gov.au/register
TBEA,KIG Energy Pty Ltd,2019-01-24,https://lobbyists.ag.gov.au/register
Teach for Australia,Jo Scard Pty Ltd,2023-11-07,https://lobbyists.ag.gov.au/register
Team Global Express Pty Ltd,TSB Advisory Pty Ltd,2024-01-19,https://lobbyists.ag.gov.au/register
TeamKids,GRACosway Pty Ltd,2020-03-13,https://lobbyists.ag.gov.au/register
Tech Policy Design Centre,AKIN AGENCY PTY LTD,2023-11-13,https://lobbyists.ag.gov.au/register
Technique Solar,Media and Public Affairs Australia,2018-07-08,https://lobbyists.ag.gov.au/register
TECHNOLOGY COUNCIL OF AUSTRALIA LIMITED,AKIN AGENCY PTY LTD,2023-11-13,https://lobbyists.ag.gov.au/register
Ted Noffs Foundation,Banksia Strategic Partners Pty Ltd,2024-05-23,https://lobbyists.ag.gov.au/register
Ted Noffs Foundation Inc,Walter William Secord,2024-05-24,https://lobbyists.ag.gov.au/register
Teledyne CARIS Inc.,Seismic Asia Pacific Pty Ltd,2018-01-22,https://lobbyists.ag.gov.au/register
Tellus Holdings,EJF Advisory Pty Ltd,2022-06-02,https://lobbyists.ag.gov.au/register
Telos Corporation,Simplicity One Pty Ltd,2023-07-06,https://lobbyists.ag.gov.au/register
Telos Corporation,BDAAS Consulting Pty Ltd,2023-01-27,https://lobbyists.ag.gov.au/register
Telstra,Nexus APAC Pty Ltd,2018-03-16,https://lobbyists.ag.gov.au/register
Telstra,Principle Advisory Pty Ltd,2022-11-04,https://lobbyists.ag.gov.au/register
Telstra Corporation Ltd,Scott Mitchell and Partners Pty Ltd,2017-05-05,https://lobbyists.ag.gov.au/register
Telstra Corporation Ltd,Premier State Consulting Pty Ltd,2018-02-14,https://lobbyists.ag.gov.au/register
Telstra Corporation Ltd,PremierNational Pty Ltd,2018-02-14,https://lobbyists.ag.gov.au/register
Telstra Limited,Premier State Consulting Pty Ltd,2023-03-03,https://lobbyists.ag.gov.au/register
Telstra Limited,PremierNational Pty Ltd,2023-03-03,https://lobbyists.ag.gov.au/register
Tennent Group Pty Ltd,SP Maher and SL Maher,2023-12-19,https://lobbyists.ag.gov.au/register
Tennent Group Pty Ltd,GovTech Australia Pty Ltd,2024-01-09,https://lobbyists.ag.gov.au/register
Tennis Australia Ltd,Sports Hydrant Pty Ltd,2023-02-15,https://lobbyists.ag.gov.au/register
Terramin Australia Ltd,PYNE AND PARTNERS PTY LTD,2024-10-11,https://lobbyists.ag.gov.au/register
Tetra Pak,FTI Consulting (Australia) Pty Ltd,2021-09-29,https://lobbyists.ag.gov.au/register
Tetra Resources,Richardson Coutts Pty Ltd,2022-12-09,https://lobbyists.ag.gov.au/register
Tetris Capital Pty Ltd,Hawker Britton Group Pty Ltd,2024-06-18,https://lobbyists.ag.gov.au/register
Tetris Capital Pty Ltd,Barton Deakin Pty Ltd,2024-10-08,https://lobbyists.ag.gov.au/register
Teva Pharma Australia,Nexus APAC Pty Ltd,2024-05-15,https://lobbyists.ag.gov.au/register
TEVA Pharma Australia Pty Ltd ABN 169 715 664,Kirchmann Management Consultants Pty Ltd,2014-12-03,https://lobbyists.ag.gov.au/register
Textron Systems Australia,TG Public Affairs Pty Ltd,2021-12-01,https://lobbyists.ag.gov.au/register
The Alannah & Madeline Foundation,Bendle and Associates Pty Ltd,2024-10-21,https://lobbyists.ag.gov.au/register
The Alannah and Madeline Foundation (pro bono),Principle Advisory Pty Ltd,2022-06-27,https://lobbyists.ag.gov.au/register
The Anglican Schools Corporation,GRACosway Pty Ltd,2024-07-10,https://lobbyists.ag.gov.au/register
The Association of Professional Staffing Companies Australia Ltd,Cornerstone Group Australia Pty Ltd,2022-11-22,https://lobbyists.ag.gov.au/register
The Association of Superannuation Funds of Australia Ltd,Hawker Britton Group Pty Ltd,2024-03-15,https://lobbyists.ag.gov.au/register
The Australia and New Zealand Banking Group Limited,The Trustee for Bespoke Business Trust,2017-06-07,https://lobbyists.ag.gov.au/register
The Australia Institute,DPG Advisory Solutions,2023-01-20,https://lobbyists.ag.gov.au/register
The Australia Traffic Network Pty Limited,The Trustee for CHIKAROVSKI FAMILY TRUST,2021-08-03,https://lobbyists.ag.gov.au/register
The Australian Academy of Facial Plastic Surgeons,The Civic Partnership Pty Ltd,2023-06-29,https://lobbyists.ag.gov.au/register
The Australian Kidney Foundation,OGILVY HEALTH PTY LTD,2021-11-08,https://lobbyists.ag.gov.au/register
The Australian Society of Otolaryngology Head and Neck Surgery,The Civic Partnership Pty Ltd,2023-06-29,https://lobbyists.ag.gov.au/register
The Australian Thyroid Foundation Ltd,AUDIENCED Pty Ltd,2024-01-22,https://lobbyists.ag.gov.au/register
The Bell Shakespeare Company Ltd,Delta Advisory Pty Limited,2024-12-20,https://lobbyists.ag.gov.au/register
The Big Issue,Antinomies Trust,2024-08-12,https://lobbyists.ag.gov.au/register
The Big Issue in Australia Ltd,Sports Hydrant Pty Ltd,2013-11-19,https://lobbyists.ag.gov.au/register
The Big Issue in Australia Ltd,Hawker Britton Group Pty Ltd,2021-07-13,https://lobbyists.ag.gov.au/register
The Brand Foundry Pty Ltd,Perth Media Pty Ltd,2024-07-15,https://lobbyists.ag.gov.au/register
The Catholic Church in Australia,The Influence Corporation Pty. Ltd.,2024-02-06,https://lobbyists.ag.gov.au/register
The Centre for New Energy Technologies (C4NET),Banksia Strategic Partners Pty Ltd,2024-06-06,https://lobbyists.ag.gov.au/register
THE CENTRE FOR VOLUNTEERING,SECOND SUN MEDIA PTY LTD,2020-06-10,https://lobbyists.ag.gov.au/register
The Daily Aus Holdings Pty Ltd,GRACosway Pty Ltd,2024-06-19,https://lobbyists.ag.gov.au/register
The Dax Centre,Primary Communication Partners Pty Limited,2020-11-25,https://lobbyists.ag.gov.au/register
The Duke of Edinburgh’s International Award – Australia,SAS Consulting Group Pty Ltd,2024-03-06,https://lobbyists.ag.gov.au/register
The DV Collective Limited,"McDonald, Stephen Brian",2024-07-10,https://lobbyists.ag.gov.au/register
The Dynamic Engineering Solution Pty Ltd,PYNE AND PARTNERS PTY LTD,2023-08-09,https://lobbyists.ag.gov.au/register
The Dynamic Engineering Solution Pty Ltd,PYNE AND PARTNERS PTY LTD,2023-09-04,https://lobbyists.ag.gov.au/register
The Embassy of the United Arab Emirates,GRA Partners Pty Ltd,2024-12-17,https://lobbyists.ag.gov.au/register
The Embassy of the United Arab Emirates,GRACosway Pty Ltd,2024-10-25,https://lobbyists.ag.gov.au/register
THE ENVIRONMENT CENTRE NT INC,Upstream Consulting Pty Ltd,2024-11-08,https://lobbyists.ag.gov.au/register
The Ethics Centre Ltd,GRACosway Pty Ltd,2024-01-18,https://lobbyists.ag.gov.au/register
The Fertility Society of Australia and New Zealand,London Agency Pty Ltd,2024-09-25,https://lobbyists.ag.gov.au/register
The Frontier Touring Company Pty Ltd,PR4PR Pty Ltd,2022-07-25,https://lobbyists.ag.gov.au/register
The Goodes O'Loughlin Foundation Limited,Jo Scard Pty Ltd,2023-09-11,https://lobbyists.ag.gov.au/register
The GSM Association,Wireless Frequency Studio.net,2020-12-08,https://lobbyists.ag.gov.au/register
THE HANDS OF RESCUE FOUNDATION LIMITED,CMAX Communications Pty Ltd,2022-11-17,https://lobbyists.ag.gov.au/register
The Honourable Dr Ted Egan AO NK,Yogya Santai Pty Ltd,2022-07-11,https://lobbyists.ag.gov.au/register
The Hospitals Contribution Fund of Australia,Delta Advisory Pty Limited,2023-10-10,https://lobbyists.ag.gov.au/register
The Ladder Project Foundation,Red Mitten,2023-01-20,https://lobbyists.ag.gov.au/register
The Little Blue Dinosaur Foundation,Asys Consulting,2016-09-29,https://lobbyists.ag.gov.au/register
The Lockyer Valley Fruit & Vegetable Processing Company Ltd,Anacta Strategies Pty Ltd,2024-04-30,https://lobbyists.ag.gov.au/register
The Lottery Corporation,Principle Advisory Pty Ltd,2023-06-19,https://lobbyists.ag.gov.au/register
The Michael Long Foundation,Banksia Strategic Partners Pty Ltd,2022-04-12,https://lobbyists.ag.gov.au/register
The MITRE Corporation,PYNE AND PARTNERS PTY LTD,2022-11-04,https://lobbyists.ag.gov.au/register
The Mushroom Group,PR4PR Pty Ltd,2022-08-30,https://lobbyists.ag.gov.au/register
The Owners Strata Plan 80877,Wilkinson Butler Pty Ltd,2021-04-21,https://lobbyists.ag.gov.au/register
The Parenthood,Essential Media Communications,2022-02-21,https://lobbyists.ag.gov.au/register
The Peer Support Foundation Ltd,H/Advisors APA Pty Ltd,2021-10-06,https://lobbyists.ag.gov.au/register
The Penington Institute,PR4PR Pty Ltd,2022-08-30,https://lobbyists.ag.gov.au/register
The Pharmacy Guild,EJF Advisory Pty Ltd,2022-07-11,https://lobbyists.ag.gov.au/register
The Pharmacy Guild of Australia,CT GROUP (AUSTRALIA) PTY LTD,2023-04-28,https://lobbyists.ag.gov.au/register
The Premier Communications Group,Authentic Strategic Advisory Pty Ltd,2018-10-04,https://lobbyists.ag.gov.au/register
The PURE Charity Group Ltd.,The Influence Corporation Pty. Ltd.,2023-11-01,https://lobbyists.ag.gov.au/register
The Reece Group Foundation Limited,The Civic Partnership Pty Ltd,2024-07-26,https://lobbyists.ag.gov.au/register
The Reece Group Foundation Limited,CPR Communications & Public Relations Pty Ltd,2024-07-26,https://lobbyists.ag.gov.au/register
THE ROYAL SOCIETY OF NEW SOUTH WALES,Nexus APAC Pty Ltd,2023-08-17,https://lobbyists.ag.gov.au/register
THE SALVATION ARMY COMMUNITY HOUSING SERVICE,Social Change Projects Pty Ltd,2024-10-08,https://lobbyists.ag.gov.au/register
The Shepherd Foundation,The Canberra Institute,2021-02-03,https://lobbyists.ag.gov.au/register
The Silanna Group Pty Ltd,PYNE AND PARTNERS PTY LTD,2023-05-15,https://lobbyists.ag.gov.au/register
The Sir Richard Williams Foundation,GCB STRATOS CONSULTING PTY LTD,2020-07-17,https://lobbyists.ag.gov.au/register
The Society of Hospital Pharmacists of Australia,Nexus APAC Pty Ltd,2023-01-27,https://lobbyists.ag.gov.au/register
THE SOCIETY OF HOSPITAL PHARMACISTS OF AUSTRALIA,Nexus APAC Pty Ltd,2024-09-23,https://lobbyists.ag.gov.au/register
The Squiz,Colbourne Advisory Pty Ltd,2023-08-07,https://lobbyists.ag.gov.au/register
The Sunrise Project Australia Limited,DPG Advisory Solutions,2023-02-09,https://lobbyists.ag.gov.au/register
The Survivor Hub,GRACosway Pty Ltd,2024-05-01,https://lobbyists.ag.gov.au/register
The Tasmanian Salmonid Growers Association Ltd,Font Public Relations Pty Ltd,2024-05-07,https://lobbyists.ag.gov.au/register
THE TRUSTEE FOR ARCLIGHT FILMS INTERNATIONAL UNIT TRUST,The Trustee for CHIKAROVSKI FAMILY TRUST,2024-03-12,https://lobbyists.ag.gov.au/register
The Trustee for Atticus Health Service Trust,H/Advisors APA Pty Ltd,2024-09-11,https://lobbyists.ag.gov.au/register
The Trustee for Australian Professional Leagues Trust,Sports Hydrant Pty Ltd,2023-02-15,https://lobbyists.ag.gov.au/register
The Trustee for Carnegie Catalyst Healthcare Real Estate Trust,Premier State Consulting Pty Ltd,2024-05-17,https://lobbyists.ag.gov.au/register
The Trustee for CARNEGIE CATALYST HEALTHCARE REAL ESTATE TRUST,PremierNational Pty Ltd,2024-05-17,https://lobbyists.ag.gov.au/register
The Trustee for Coombes Family Trust No. 13,Iemma Patterson Premier Advisory,2024-07-10,https://lobbyists.ag.gov.au/register
The Trustee for Edwards O Trust & Others,EJF Advisory Pty Ltd,2024-05-21,https://lobbyists.ag.gov.au/register
The Trustee for FOR THE MOVEMBER FOUNDATION,SEC Newgate Pty Limited,2024-12-19,https://lobbyists.ag.gov.au/register
The Trustee for Health Employees Superannuation Trust Australia (HESTA),Hawker Britton Group Pty Ltd,2020-10-15,https://lobbyists.ag.gov.au/register
The Trustee for LegPro 73 Unit Trust,Primary Communication Partners Pty Limited,2024-07-26,https://lobbyists.ag.gov.au/register
The Trustee for Mater Foundation,SAS Consulting Group Pty Ltd,2024-07-24,https://lobbyists.ag.gov.au/register
The Trustee for SOUTH DANDENONG UNIT TRUST,PYNE AND PARTNERS PTY LTD,2024-09-27,https://lobbyists.ag.gov.au/register
The Trustee for The Minderoo Foundation Trust,Bradley Wayne Chilcott,2024-07-10,https://lobbyists.ag.gov.au/register
The Trustee for the Movember Foundation,OGILVY HEALTH PTY LTD,2022-02-08,https://lobbyists.ag.gov.au/register
The Trustee for The Nature Conservancy Australia Trust,Hawker Britton Group Pty Ltd,2022-09-13,https://lobbyists.ag.gov.au/register
The Trustee for the Plenary Group Unit Trust,GRACosway Pty Ltd,2024-04-17,https://lobbyists.ag.gov.au/register
The Trustee for the Queensland Community Foundation,Capital K Communications,2024-07-02,https://lobbyists.ag.gov.au/register
The Trustee for the Vic Cumner Trust,BBS Communications Group Pty Ltd,2024-07-12,https://lobbyists.ag.gov.au/register
The Trustee for the Waterbrook Bowral Ryan Trust and The Trustee for the Waterbrook Bowral Sim Trust and the Trustee for Waterbrook Bowral Investment Trust,The Premier Communications Group Pty Ltd.,2020-02-03,https://lobbyists.ag.gov.au/register
The trustee for Vivacity Global Marketing Unit Trust,EH Advisory,2024-05-15,https://lobbyists.ag.gov.au/register
The Uniting Church in Australia - National Assembly,Delta Advisory Pty Limited,2024-06-26,https://lobbyists.ag.gov.au/register
The Village Building Co Ltd,Daymark Public Relations Pty Ltd,2019-07-04,https://lobbyists.ag.gov.au/register
The Walt Disney Company,The Inner Circle Strategic Advisory,2024-12-19,https://lobbyists.ag.gov.au/register
The West Australian Music Industry Association Incorporated,Anacta Strategies Pty Ltd,2023-09-26,https://lobbyists.ag.gov.au/register
The Whiskey Project Group,Precision Public Affairs Pty Ltd,2020-04-16,https://lobbyists.ag.gov.au/register
TheirCare Pty Ltd,GRACosway Pty Ltd,2020-03-13,https://lobbyists.ag.gov.au/register
Therium Capital Management (Australia) Ltd,Cornerstone Group Australia Pty Ltd,2020-07-07,https://lobbyists.ag.gov.au/register
